Sample_ID,Object ID,other ID,Genbank ID,Fasta file ID,Fasta_ID_alignment,Long,Lat,Country/Region,Site location,Site ID,Haplogroup,Haplogroup assigned?,Average_Age_YBP,Date_range,Dating_method,Species,Coverage_depth,Coverage_breadth,calculated_sequence_completeness,Source,metadata_source_or_what_i_put_into_mastersheet,Partial,paper link,notes
I11292,NA-CA-7-12-2,,,I11292.AG,I11292_USA_Ca-sba-7_California_c_7075_A2+(64),-119.51232,34.385844,USA,"CA-SBA-7 (California, Carpinteria, Mishopshnow)",,A2+(64),Y,7075,5250-5000 BCE,contextual,human,118.7,,0.999818939,NakatsukaNature2023,harvard,,,
I15477,"NA-CA-7-12-7 (CA-SBA-7, Trench A, burial at 40"")",,,I15477.AG,I15477_USA_Ca-sba-7_California_c_7075_A2+(64)+@16111,-119.51232,34.385844,USA,"CA-SBA-7 (California, Carpinteria, Mishopshnow)",,A2+(64)+@16111,Y,7075,5250-5000 BCE,contextual,human,26.5,,0.9988532802,NakatsukaNature2023,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
I15168,"NA-CA-7-12-17 (CA-SBA-7, Trench A, Section 1, burial at 40"")",,,I15168.AG,I15168_USA_CaSba7_California_d_7070_B2b,-119.51232,34.385844,USA,"CA-SBA-7 (California, Carpinteria, Mishopshnow)",,B2b,Y,7070,"5213-5035 calBCE (6170±25 BP, PSUAMS-7733)",direct_radiocarbon_dating,human,27.46,,0.989679522,NakatsukaNature2023,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
I15476,"NA-CA-7-12-10 (CA-SBA-7, Trench A, Section 1, reburial at 36"")",,,I15476.AG,I15476_USA_Ca-sba-7_California_d_7070_A2+(64),-119.51232,34.385844,USA,"CA-SBA-7 (California, Carpinteria, Mishopshnow)",,A2+(64),Y,7070,"5213-5035 calBCE (6170±25 BP, PSUAMS-7728)",direct_radiocarbon_dating,human,24.57,,0.9987929265,NakatsukaNature2023,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
I8348,"SC50_L761, LCH.E2-I2.1",I8348,MW291676,MW291676,I8348_Argentina_Pampas__d_d_6875_B2b,-62.3472222,-36.0772222,Argentina,"Pampas, Laguna Chica",,B2b,Y,6875,6960-6790,direct_radiocarbon_dating,human,7.79,,0.9994568169,PosthCell2018,,,https://pubmed.ncbi.nlm.nih.gov/30415837/,
LAR002,LARAN4 (Burial 3),LAR002,,ERR2880995,LAR002_Brazil_Laranjal_d_6790_A2,-47.48565,-24.28372,Brazil,Laranjal,LARAN 4 (Burial 3),A2,Y,6790,6900-6670,direct_radiocarbon_dating,human,1.32224,0.521258,0.5136097532,PosthCell2018,,,https://pubmed.ncbi.nlm.nih.gov/30415837/,
LAR001,LARAN2 (Burial 2),LAR001,,ERR2880994,LAR001_Brazil_Laranjal_d_6555_A2,-47.48565,-24.28372,Brazil,Laranjal,,A2,Y,6555,6660-6450,direct_radiocarbon_dating,human,1.04478,0.477581,0.470698292,PosthCell2018,,,https://pubmed.ncbi.nlm.nih.gov/30415837/,
TE03,,,MT742589,MT742589,TE03_Colombia_Tequendama__d__6500_A2+(64),-74.275686,4.535117,Colombia,Tequendama,,A2+(64),Y,6500,7000-6000 calBP,direct_radiocarbon_dating,human,,,0.9993964633,DelgadoQuaternaryInternational2020,Miguel Delgado,,https://www.sciencedirect.com/science/article/pii/S1040618220304961?via%3Dihub,
TE13,,,MT742590,MT742590,TE13_Colombia_Tequendama__d__6500_B2,-74.275686,4.535117,Colombia,Tequendama,,B2,Y,6500,7000-6000 calBP,direct_radiocarbon_dating,human,,,0.9998792927,DelgadoQuaternaryInternational2020,Miguel Delgado,,https://www.sciencedirect.com/science/article/pii/S1040618220304961?via%3Dihub,
Chinchorroi15,ERR966300.fastq.gz,,,Chinchorroi15,Chinchorroi15_Chile_Arica_d_6242_A2,-70.333333,-18.483333,Chile,"Arica, Chile",Maderas Enco C2,A2,Y,6242,"4354-4180 calBCE (5480±25 BP, UCIAMS-147105)",direct_radiocarbon_dating,human,117.8,0.82,0.8183354457,RaghavanScience2015,,,,
Ancient938,,,KC998702,KC998702,Ancient938_Canada_LucyIsland__d__6075_A2ag,-130.6221,54.2967,Canada,Lucy Island,shell midden deposit of GbTp-2,A2ag,Y,6075,5870-5480 calBP,direct_radiocarbon_dating,human,62,,0.9999396463,CuiPLOSOne2013,Yinqiu Cui,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0066948#s5,
PREC001.A.1.1,93-CHII-03,,,PREC001.A.1.1.MHS.1.MD.bam_final_endo.log_q30.fasta,PREC001.A.1.1_Colombia_Checua_c_6000_A2,-73.8849739,5.0674157,Colombia,Checua,,A2,Y,6000,,contextual,human,3,,0.000120707345,KrettekScience2025,Kim-Louise Krettek,,https://www.science.org/doi/10.1126/sciadv.ads6284,
PREC002.A.1.1,CHII-08,,,PREC002.A.1.1.MHS.1.MD.bam_final_endo.log_q30.fasta,PREC002.A.1.1_Colombia_Checua_d_6000_A+152+16362,-73.8849739,5.0674157,Colombia,Checua,,A+152+16362,Y,6000,5900-5738 calBP,direct_radiocarbon_dating,human,3,,0.0003017683626,KrettekScience2025,Kim-Louise Krettek,,https://www.science.org/doi/10.1126/sciadv.ads6284,
PREC003.A.1.1,CHII-06,,,PREC003.A.1.1.MHS.3.MD.bam_final_endo.log_q30.fasta,PREC003.A.1.1_Colombia_Checua_c_6000_A2+(64),-73.8849739,5.0674157,Colombia,Checua,,A2+(64),Y,6000,,contextual,human,12,,0.9803247028,KrettekScience2025,Kim-Louise Krettek,,https://www.science.org/doi/10.1126/sciadv.ads6284,
PREC004.A.1.1,CHII-07,,,PREC004.A.1.1.MHS.1.MD.bam_final_endo.log_q30.fasta,PREC004.A.1.1_Colombia_Checua_d_6000_A2+(64),-73.8849739,5.0674157,Colombia,Checua,,A2+(64),Y,6000,6648-6494 calBP,direct_radiocarbon_dating,human,24,,0.9969219627,KrettekScience2025,Kim-Louise Krettek,,https://www.science.org/doi/10.1126/sciadv.ads6284,
PREC006.A.1.1,CHII02A,,,PREC006.A.1.1.MHS.1.MD.bam_final_endo.log_q30.fasta,PREC006.A.1.1_Colombia_Checua_c_6000_C1b,-73.8849739,5.0674157,Colombia,Checua,,C1b,Y,6000,,contextual,human,5,,0.7234594725,KrettekScience2025,Kim-Louise Krettek,,https://www.science.org/doi/10.1126/sciadv.ads6284,
PREC007.A.1.1,CHII-03A,,,PREC007.A.1.1.MHS.2.MD.bam_final_endo.log_q30.fasta,PREC007.A.1.1_Colombia_Checua_d_6000_A2+(64),-73.8849739,5.0674157,Colombia,Checua,,A2+(64),Y,6000,5900-5737 calBP,direct_radiocarbon_dating,human,11,,0.9709698835,KrettekScience2025,Kim-Louise Krettek,,https://www.science.org/doi/10.1126/sciadv.ads6284,
KP300793,Lau4SA5,I0040,KP300793,KP300793,KP300793_Peru_Lauricocha__d__5921_A2,-76.7352198,-10.0761171,Peru,Lauricocha,,A2,Y,5921,"3990-3800 calBCE (5160±27 BP, MAMS-14390)",direct_radiocarbon_dating,human,167.43,,0.9986722192,Fehren-Schmitz et al. 2015,Lars Fehren-Schmitz2,,,Direct (Warning MANUALLY CALIBRATED SHCAL13): By Thomas Harper
I0040,LAU4,,,I0040.AG,I0040_Peru_Lauricocha_d_5845_A2+(64)+@16111,-76.666667,-10.3222,Peru,"Lauricocha (Antacolpa, Highlands)",,A2+(64)+@16111,Y,5845,"3990-3800 calBCE (5160±27 BP, MAMS-14390)",direct_radiocarbon_dating,human,15.743859,,0.999637878,PosthNakatsukaCell2018,harvard,,,
I12362,47JM,,,I12362.AG,I12362_Argentina_NorthOfTierraDelFuego_d_5820_C,-68.02,-53.58,Argentina,"North of Tierra del Fuego, La Arcillosa 2",,C,Y,5820,"4040-3710 calBCE (5205±58 BP, AA-60935)",direct_radiocarbon_dating,human,1806,,0.9999396463,NakatsukaNatCommun2020,harvard,,,
MOS001,MORAES2 (Burial 5),MOS001,,ERR2880996,MOS001_Brazil_Moraes_d_5809_D4h3a,-47.42179,-24.24696,Brazil,Moraes,MORAES-2 (Burial 5),D4h3a,Y,5809,5910-5660,direct_radiocarbon_dating,human,1.1099,0.4573,0.450419458,PosthCell2018,,,https://pubmed.ncbi.nlm.nih.gov/30415837/,
939,,,,939,939_Canada_LucyIslands_c_5675_D4h3a7,54.3002,-130.619,Canada,"Lucy Islands, British Columbia",,D4h3a7,Y,5675,,contextual,human,0.89,0.89,0.886293681,RaghavanScience2015,,,,
Ancient939,XVII-B-939,,KC998701,KC998701,Ancient939_Canada_LucyIsland__d__5675_D4h3a7,-130.6221,54.2967,Canada,Lucy Island,shell midden deposit of GbTp-1,D4h3a7,Y,5675,"4678-4453 calBCE (5710±40 BP, Beta-317343)",direct_radiocarbon_dating,human,123,,0.9999396463,CuiPLOSOne2013,Yinqiu Cui,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0066948#s5,
19651,"19651, BigBar",,,19651,19651_Canada_BigBarLake_d_5666_A2,-121.816667,51.316667,Canada,"Big Bar Lake, British Columbia, Northwest Canada",,A2,Y,5666,"3796-3641 calBCE (4940±40 BP) [R_combine: (5110±40 BP, CMC-1635, Beta-194927); (4690±40 BP, CMC-1666, Beta-202619)]",direct_radiocarbon_dating,human,,,0.8680065182,MorenoMayarScience2018,,,,
I7556,MHCP.14.1.5b,,,I7556.AG,I7556_Belize_MayahakCabPek_d_5630_n/a (<2x),-88.90496,16.497398,Belize,"Mayahak Cab Pek (Toledo District, Maya Mountains, Bladen Nature Reserve)",,n/a (<2x),Y,5630,"3761-3637 calBCE (4905±25 BP, UCIAMS-151853)",direct_radiocarbon_dating,human,1.0956,,0.5990101998,KennettLipsonPruferNatureCommunications2022,harvard,,doi:10.1038/s41467-022-29158-y,
UB3,,,MT742591,MT742591,UB3_Colombia_Ubaté__d__5620_A2+(64),-73.814444,5.307222,Colombia,Ubaté,,A2+(64),Y,5620,5620 ± 30 calBP,direct_radiocarbon_dating,human,,,0.999818939,DelgadoQuaternaryInternational2020,Miguel Delgado,,https://www.sciencedirect.com/science/article/pii/S1040618220304961?via%3Dihub,
I24540,2141 (MHCP.19.12.18),,,I24540.AG,I24540_Belize_MayahakCabPek_d_5607_C,-88.90496,16.497398,Belize,"Mayahak Cab Pek (Toledo District, Maya Mountains, Bladen Nature Reserve)",,C,Y,5607,"3708-3543 calBCE (4875±25 BP, PSUAMS-7428)",direct_radiocarbon_dating,human,23,,0.9374735953,KennettLipsonPruferNatureCommunications2022,harvard,,doi:10.1038/s41467-022-29158-y,
I13267,UNM 1014 (MHCP.17.1.7),,,I13267.AG,I13267_Belize_MayahakCabPek_d_5483_C1c,-88.90496,16.497398,Belize,"Mayahak Cab Pek (Toledo District, Maya Mountains, Bladen Nature Reserve)",,C1c,Y,5483,"3630-3379 calBCE (4737±22 BP) [R_combine: (4725±25 BP, PSUAMS-3607), (4775±45, UCIAMS-228026)]",direct_radiocarbon_dating,human,207.9,,0.787313658,KennettLipsonPruferNatureCommunications2022,harvard,,doi:10.1038/s41467-022-29158-y,
I2709,3801.1 (CA-SRI-3),I2709.AG,,gid-I2709.AG.BY__mid-I2709,I2709_USA_Ca-sri-3_California_d_5407_R,-120.18487,34.004782,USA,"CA-SRI-3 (California, Santa Rosa Island, Tecolote Point)",,R,Y,5407,"3621-3366 calBCE (4680±40 BP, Poz-83502)",direct_radiocarbon_dating,human,264,,0.999818939,NakatsukaNature2023,harvard2,,doi:10.1038/s41586-023-06771-5,
SN-44,"SDMM, 17737",PRJEB25445,,SN-44,SN-44_Canada_SanNicolasIsland_d_5390_A2cb,-119.539,33.264278,Canada,"San Nicolas Island, CA",,A2cb,Y,5390,"3626-3194 calBCE (4647±54 BP, UBA-32254)",direct_radiocarbon_dating,human,109.94,,0.7591888466,ScheibScience2018,,,10.1126/science.aar6851,
SN-17,"SDMM, 17662",PRJEB25445,,SN-17,SN-17_Canada_SanNicolasIsland_d_5164_A2ca,-119.539,33.264278,Canada,"San Nicolas Island, CA",,A2ca,Y,5164,"3369-3029 calBCE (4517±51 BP, UBA-31914)",direct_radiocarbon_dating,human,22.45,,0.7453678556,ScheibScience2018,,,10.1126/science.aar6851,
A460,A460,,,A460,A460_Chile_AyayemaCave_d_5130_,-75.24,-50.1,Chile,"Ayayema Cave, Patagonia, Chile",,,N,5130,"3364-2933 calBCE (4520±60 BP, Ua-18179)",direct_radiocarbon_dating,human,,,0.9252217997,MorenoMayarScience2018,,,,
SN-32,"SDMM, 17703",PRJEB25445,,SN-32,SN-32_Canada_SanNicolasIsland_d_5109_A2cb,-119.539,33.264278,Canada,"San Nicolas Island, CA",,A2cb,Y,5109,"3341-2934 calBCE (4455±46 BP, UBA-31919)",direct_radiocarbon_dating,human,9.82,,0.7136218239,ScheibScience2018,,,10.1126/science.aar6851,
I1753,LV036IND2,,,I1753.AG,I1753_Chile_LosRieles_d_5095_C1b,-71.5,-31.92,Chile,"Los Rieles (Coquimbo, Los Vilos)",,C1b,Y,5095,"3360-2930 calBCE [union of two dates: (4720±40 BP, Beta-254447), (4680±25 BP, UGAMS-4600)]",direct_radiocarbon_dating,human,324,,0.9997585853,PosthNakatsukaCell2018,harvard,,doi:10.1016/j.cell.2018.10.027,
MW886116,,,MW886116,MW886116,MW886116_Argentina_AlpaCorral__d__5069_B2ak1,-64.73333,-32.68333,Argentina,"Alpa Corral, Río Cuarto",,B2ak1,Y,5069,"5289-4849 calBP (4450 ± 80 BP, LP-526)",direct_radiocarbon_dating,human,76.3,,0.9995775243,Angelina Garcia,Angelina Garcia,,https://academic.oup.com/hmg/article/30/13/1200/6226240,
SN-59,"SK, 28F - 137",PRJEB25445,,SN-59,SN-59_Canada_SanNicolasIsland_d_5053_A2cb,-119.539,33.264278,Canada,"San Nicolas Island, CA",,A2cb,Y,5053,"3328-2924 calBCE (4430±30 BP, NOSAMS-34058)",direct_radiocarbon_dating,human,112.47,,0.8035487959,ScheibScience2018,,,10.1126/science.aar6851,
I5454,MHCP.14.1.1,,,I5454.AG,I5454_Belize_MayahakCabPek_d_5038_A2q,-88.90496,16.497398,Belize,"Mayahak Cab Pek (Toledo District, Maya Mountains, Bladen Nature Reserve)",,A2q,Y,5038,"3319-2931 calBCE (4430±20 BP, PSUAMS-2333)",direct_radiocarbon_dating,human,59.7,,0.9997585853,KennettLipsonPruferNatureCommunications2022,harvard,,doi:10.1038/s41467-022-29158-y,
I3442,MHCP.14.1.5a,,,I3442.AG,I3442_Belize_MayahakCabPek_d_4998_A2af1b,-88.90496,16.497398,Belize,"Mayahak Cab Pek (Toledo District, Maya Mountains, Bladen Nature Reserve)",,A2af1b,Y,4998,"3312-2920 calBCE (4415±25 BP, PSUAMS-1402)",direct_radiocarbon_dating,human,59.636731,,0.9997585853,KennettLipsonPruferNatureCommunications2022,harvard,,doi:10.1038/s41467-022-29158-y,
I15478,"NA-CA-20-12-5 (CA-SBA-20, burial at 30"")",,,I15478_d.AG,I15478_USA_SantaBarbara_California_d_4948_B2b,-119.65992,34.417603,USA,Santa Barbara (California),,B2b,Y,4948,"3092-2917 calBCE (4390±25 BP, PSUAMS-7617)",direct_radiocarbon_dating,human,164.402499,,0.9999396463,NakatsukaNature2023,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
I19942,UNM 1783 ST.18.11.8,,,I19942.AG,I19942_Belize_SakiTzul_d_4943_C1c,-88.875258,16.515784,Belize,"Saki Tzul (Toledo District, Maya Mountains, Bladen Nature Reserve)",,C1c,Y,4943,"3091-2918 calBCE (4390±20 BP, PSUAMS-5896)",direct_radiocarbon_dating,human,30.71,,0.9846098135,KennettLipsonPruferNatureCommunications2022,harvard,,doi:10.1038/s41467-022-29158-y,
I19167,UNM 1335 (MHCP.17.2.11),,,I19167.AG,I19167_Belize_MayahakCabPek_d_4891_R,-88.90496,16.497398,Belize,"Mayahak Cab Pek (Toledo District, Maya Mountains, Bladen Nature Reserve)",,R,Y,4891,"3011-2897 calBCE (4330±20 BP, PSUAMS-4582)",direct_radiocarbon_dating,human,2.992818,,0.7914780614,KennettLipsonPruferNatureCommunications2022,harvard,,doi:10.1038/s41467-022-29158-y,
SN-20,"SDMM, 17665",PRJEB25445,,SN-20,SN-20_Canada_SanNicolasIsland_c_4875_A2cb,-119.539,33.264278,Canada,"San Nicolas Island, CA",,A2cb,Y,4875,3650-2200 BCE,contextual,human,22.98,,0.6565876034,ScheibScience2018,,,10.1126/science.aar6851,
SN-31,"SDMM, 17702",PRJEB25445,,SN-31,SN-31_Canada_SanNicolasIsland_c_4875_A2,-119.539,33.264278,Canada,"San Nicolas Island, CA",,A2,Y,4875,3650-2200 BCE,contextual,human,22.89,,0.2482950088,ScheibScience2018,,,10.1126/science.aar6851,
SN-37,"SDMM, 17720",PRJEB25445,,SN-37,SN-37_Canada_SanNicolasIsland_c_4875_A2ca,-119.539,33.264278,Canada,"San Nicolas Island, CA",,A2ca,Y,4875,3650-2200 BCE,contextual,human,12.39,,0.718389764,ScheibScience2018,,,10.1126/science.aar6851,
SN-39,"SDMM, 17728",PRJEB25445,,SN-39,SN-39_Canada_SanNicolasIsland_c_4875_A2cb,-119.539,33.264278,Canada,"San Nicolas Island, CA",,A2cb,Y,4875,3650-2200 BCE,contextual,human,56.82,,0.6826000362,ScheibScience2018,,,10.1126/science.aar6851,
SN-40,"SDMM, 17732",PRJEB25445,,SN-40,SN-40_Canada_SanNicolasIsland__c_4875_A2cb,-119.539,33.264278,Canada,"San Nicolas Island, CA",,A2cb,Y,4875,3650-2200 BCE,contextual,human,56.82,,0.7626893596,ScheibScience2018,,,10.1126/science.aar6851,
SN-41,"SDMM, 17732",PRJEB25445,,SN-41,SN-41_Canada_SanNicolasIsland_c_4875_A2ca,-119.539,33.264278,Canada,"San Nicolas Island, CA",,A2ca,Y,4875,3650-2200 BCE,contextual,human,8.57,,0.6277989016,ScheibScience2018,,,10.1126/science.aar6851,
SN-45,"SDMM, 17739",PRJEB25445,,SN-45,SN-45_Canada_SanNicolasIsland_c_4875_A2,-119.539,33.264278,Canada,"San Nicolas Island, CA",,A2,Y,4875,3650-2200 BCE,contextual,human,1.94,,0.3212625988,ScheibScience2018,,,10.1126/science.aar6851,
SN-48,"SDMM, 1961-36-1",PRJEB25445,,SN-48,SN-48_Canada_SanNicolasIsland_c_4875_A2,-119.539,33.264278,Canada,"San Nicolas Island, CA",,A2,Y,4875,3650-2200 BCE,contextual,human,28.68,,0.8578067475,ScheibScience2018,,,10.1126/science.aar6851,
SN-55,"SK, 257-69 Burial #1",PRJEB25445,,SN-55,SN-55_Canada_SanNicolasIsland_c_4875_A2,-119.539,33.264278,Canada,"San Nicolas Island, CA",,A2,Y,4875,3650-2200 BCE,contextual,human,17.29,,0.6797030599,ScheibScience2018,,,10.1126/science.aar6851,
SN-56,"SK, 257-76 Burial #8",PRJEB25445,,SN-56,SN-56_Canada_SanNicolasIsland_c_4875_A2cb,-119.539,33.264278,Canada,"San Nicolas Island, CA",,A2cb,Y,4875,3650-2200 BCE,contextual,human,95.2,,0.762629006,ScheibScience2018,,,10.1126/science.aar6851,
SN-57,"SK, 257-80 Burial #12",PRJEB25445,,SN-57,SN-57_Canada_SanNicolasIsland_c_4875_A2ca,-119.539,33.264278,Canada,"San Nicolas Island, CA",,A2ca,Y,4875,3650-2200 BCE,contextual,human,35.66,,0.7515239302,ScheibScience2018,,,10.1126/science.aar6851,
SN-58,"SK, Burial #16",PRJEB25445,,SN-58,SN-58_Canada_SanNicolasIsland_c_4875_A2ca,-119.539,33.264278,Canada,"San Nicolas Island, CA",,A2ca,Y,4875,3650-2200 BCE,contextual,human,105.75,,0.7828474863,ScheibScience2018,,,10.1126/science.aar6851,
I19944,UNM 1792 ST.18.11.9,,,I19944_d.AG,I19944_Belize_SakiTzul_d_4868_n/a (<2x),-88.875258,16.515784,Belize,"Saki Tzul (Toledo District, Maya Mountains, Bladen Nature Reserve)",,n/a (<2x),Y,4868,"3011-2881 calBCE (4300±30 BP, PSUAMS-5897)",direct_radiocarbon_dating,human,0.578792,,0.9190657251,KennettLipsonPruferNatureCommunications2022,harvard,,doi:10.1038/s41467-022-29158-y,
Ancient160a,,,KC998705,KC998705,Ancient160a_Canada_DodgeIsland__d__4855_A2ah,-130.37919,54.29204,Canada,Dodge Island,GbTo-18,A2ah,Y,4855,5130 to 4580 calBP when calibrated and corrected for the marine reservoir effect,direct_radiocarbon_dating,human,151,,1,CuiPLOSOne2013,Yinqiu Cui,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0066948#s5,
I11288,"NA-CA-52-12-14 (CA-SBA-52, Trench 8, Section B, burial at 31"")",,,I11288.AG,I11288_USA_Ca-sba-52_California_d_4851_D1,-119.85675,34.422813,USA,"CA-SBA-52 (California, Goleta, Campbell No. 2)",,D1,Y,4851,"2918-2885 calBCE (4290±20 BP, PSUAMS-4898)",direct_radiocarbon_dating,human,600.962339,,0.9999396463,NakatsukaNature2023,harvard,,,
I14816,"NA-CA-20-12-2 (CA-SBA-20, burial at 30"")",,,I14816.AG,I14816_USA_SantaBarbara_California_c_4850_n/a (<2x),-119.65992,34.417603,USA,Santa Barbara (California),,n/a (<2x),Y,4850,3000-2800 BCE,contextual,human,0.5789,,0.3860824431,NakatsukaNature2023,harvard,,,
CK-13,"UT, RS14",PRJEB25445,,CK-13,CK-13_Canada_Lucier_d_4842_C1b40,-83.066667,42.216667,Canada,"Lucier, southwestern Ontario",,C1b40,Y,4842,"2914-2877 calBCE (4267±22 BP, D-AMS-22505)",direct_radiocarbon_dating,human,83.04,,0.7884000241,ScheibScience2018,,,10.1126/science.aar6851,
SN-04,"SDMM, 16732",PRJEB25445,,SN-04,SN-04_Canada_SanNicolasIsland_d_4842_A2ca,-119.539,33.264278,Canada,"San Nicolas Island, CA",,A2ca,Y,4842,"3081-2680 calBCE (4279±52 BP, UBA-31917)",direct_radiocarbon_dating,human,39.49,,0.7348059629,ScheibScience2018,,,10.1126/science.aar6851,
I11289,NA-CA-52-12-15,,,I11289.AG,I11289_USA_Ca-sba-52_California_d_4816_A2+(64)+@153,-119.85675,34.422813,USA,"CA-SBA-52 (California, Goleta, Campbell No. 2)",,A2+(64)+@153,Y,4816,"2907-2774 calBCE (4240±20 BP, PSUAMS-4899)",direct_radiocarbon_dating,human,110.9,,0.9998792927,NakatsukaNature2023,harvard,,,
I15481,"NA-CA-52-12-7 (CA-SBA-52, Trench 7, Section A, burial at 29"")",,,I15481.AG,I15481_USA_Ca-sba-52_California_c_4800_D1,-119.85675,34.422813,USA,"CA-SBA-52 (California, Goleta, Campbell No. 2)",,D1,Y,4800,3000-2700 BCE,contextual,human,47.78,,0.999818939,NakatsukaNature2023,harvard,,https://www.nature.com/articles/s41586-025-09731-3#data-availability,
I7544,758 (MHCP.98.34.4b),,,I7544.AG,I7544_Belize_MayahakCabPek_d_4757_C5b,-88.90496,16.497398,Belize,"Mayahak Cab Pek (Toledo District, Maya Mountains, Bladen Nature Reserve)",,C5b,Y,4757,"2894-2701 calBCE (4210±20 BP, UCIAMS-228020)",direct_radiocarbon_dating,human,77.3,,0.9996982316,KennettLipsonPruferNatureCommunications2022,harvard,,doi:10.1038/s41467-022-29158-y,
I24542,2145 (MHCP.19.12.10),,,I24542_d.AG,I24542_Belize_MayahakCabPek_d_4735_C1c,-88.90496,16.497398,Belize,"Mayahak Cab Pek (Toledo District, Maya Mountains, Bladen Nature Reserve)",,C1c,Y,4735,"2891-2674 calBCE (4195±25 BP, PSUAMS-7434)",direct_radiocarbon_dating,human,4.018951,,0.9779709095,KennettLipsonPruferNatureCommunications2022,harvard,,doi:10.1038/s41467-022-29158-y,
I19950,CSI 1641 (ST.17.7.14),,,I19950.AG,I19950_Belize_SakiTzul_d_4673_D4h3a,-88.875258,16.515784,Belize,"Saki Tzul (Toledo District, Maya Mountains, Bladen Nature Reserve)",,D4h3a,Y,4673,"2868-2580 calBCE (4125±30 BP, PSUAMS-5127)",direct_radiocarbon_dating,human,39.15,,0.9968012554,KennettLipsonPruferNatureCommunications2022,harvard,,doi:10.1038/s41467-022-29158-y,
BTK166,NP277,,MF588823,MF588823,BTK166_Canada_Newfoundland__d__4664_B2c,-57.3522,-55.05,Canada,Newfoundland,"Port au Choix-3, EeBi-2H",B2c,Y,4664,92.0% 4840-4446 3.4% 4483-4446,direct_radiocarbon_dating,human,859X,,0.999818939,DugganCurrBiol2017,Ana Duggan,,https://www.cell.com/current-biology/fulltext/S0960-9822(17)31091-6?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0960982217310916%3Fshowall%3Dtrue,
BTK169,NP286,,MF588825,MF588825,BTK169_Canada_Newfoundland__d__4579_A2+(64),-57.3522,-55.05,Canada,Newfoundland,"Port au Choix-3, EeBi-2V",A2+(64),Y,4579,4824-4355,direct_radiocarbon_dating,human,68X,,0.9993964633,DugganCurrBiol2017,Ana Duggan,,https://www.cell.com/current-biology/fulltext/S0960-9822(17)31091-6?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0960982217310916%3Fshowall%3Dtrue,
AZ75,,,MT742587,MT742587,AZ75_Colombia_Aguazuque__d__4575_B2,-74.276389,4.602222,Colombia,Aguazuque,,B2,Y,4575,5025 ± 40 calBP,direct_radiocarbon_dating,human,,,0.9993964633,DelgadoQuaternaryInternational2020,Miguel Delgado,,https://www.sciencedirect.com/science/article/pii/S1040618220304961?via%3Dihub,
AZ77,,,MT742588,MT742588,AZ77_Colombia_Aguazuque__d__4575_A2+(64)+16129,-74.276389,4.602222,Colombia,Aguazuque,,A2+(64)+16129,Y,4575,5025 ± 40 calBP,direct_radiocarbon_dating,human,,,0.999818939,DelgadoQuaternaryInternational2020,Miguel Delgado,,https://www.sciencedirect.com/science/article/pii/S1040618220304961?via%3Dihub,
BTK162,NP164,,MF588821,MF588821,BTK162_Canada_Newfoundland__d__4564_C4c1,-57.3522,-55.05,Canada,Newfoundland,"Port au Choix-3, EeBi-2V",C4c1,Y,4564,4818-4359,direct_radiocarbon_dating,human,215X,,1,DugganCurrBiol2017,Ana Duggan,,https://www.cell.com/current-biology/fulltext/S0960-9822(17)31091-6?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0960982217310916%3Fshowall%3Dtrue,
MW886111,,,MW886111,MW886111,MW886111_Argentina_EstanciaLaElisa__d__4538_C1b,-65.583,-36.55,Argentina,"Estancia La Elisa, Laguna Mar Chiquita",,C1b,Y,4538,"4821-4245 calBP (4058 ± 89, AA102655)",direct_radiocarbon_dating,human,33.6,,0.9996982316,Angelina Garcia,Angelina Garcia,,https://academic.oup.com/hmg/article/30/13/1200/6226240,
I6235,MHCP.14.1.2a,,,I6235.AG,I6235_Belize_MayahakCabPek_d_4523_A2+(64)+@16111,-88.90496,16.497398,Belize,"Mayahak Cab Pek (Toledo District, Maya Mountains, Bladen Nature Reserve)",,A2+(64)+@16111,Y,4523,"2837-2472 calBCE (4050±30 BP, PSUAMS-1401)",direct_radiocarbon_dating,human,99.3,,0.9997585853,KennettLipsonPruferNatureCommunications2022,harvard,,doi:10.1038/s41467-022-29158-y,
